lensid,u_flux,u_x,u_y,u_size,u_flux_err,u_x_com_err,u_y_com_err,u_size_err,u_e1,u_e2,g_flux,g_x,g_y,g_size,g_flux_err,g_x_com_err,g_y_com_err,g_size_err,g_e1,g_e2,r_flux,r_x,r_y,r_size,r_flux_err,r_x_com_err,r_y_com_err,r_size_err,r_e1,r_e2,i_flux,i_x,i_y,i_size,i_flux_err,i_x_com_err,i_y_com_err,i_size_err,i_e1,i_e2,z_flux,z_x,z_y,z_size,z_flux_err,z_x_com_err,z_y_com_err,z_size_err,z_e1,z_e2
13152642.0,0.08196824835342223,0.100980406816,0.10101911749022223,1.204885730126111,0.12437284909757608,0.0,0.0,0.0,-1.0681757342852222e-08,-2.0870400124166112e-08,0.9345576398786251,0.0020713165398550007,0.019767851544808333,1.061850261884,0.031519228589973684,0.0,0.0,0.0,0.024067302544908336,0.07547855485855416,6.1970848569074075,-0.02211953712024741,-2.991524213825934e-05,1.0103069949241668,0.043325997911986186,0.0,0.0,0.0,0.032201164815988885,0.10017303832700186,22.895275880796362,0.02156802339516964,0.035442828422061826,0.9652551930499998,0.09230596098697914,0.0,0.0,0.0,0.023231221261345462,0.07311086410827819,40.12168086319322,0.052914514917913553,0.060888369906674567,0.901157306721034,0.2516464356234791,0.0,0.0,0.0,0.016475683575401866,0.05217693891313221
28927224.0,2.105096930129444,0.4549033739005556,0.13606084843772223,1.2229004633579443,0.12437284909757608,0.0,0.0,0.0,0.022700961110077782,-0.013461525319137224,2.370369160649583,0.4466729610174583,0.134489363544125,1.044364872258625,0.031519228589973684,0.0,0.0,0.0,0.03438447369262917,-0.0187030665110875,3.98529109038426,0.3241361851106482,0.12351642820412963,0.9816646089169632,0.043325997911986186,0.0,0.0,0.0,0.04157751281228519,-0.010176816799988888,7.30458463826109,0.2290045426365818,0.1144738088388,0.9468785349296729,0.09230596098697914,0.0,0.0,0.0,0.03395533019846546,-0.004767320220442727,18.003158305533898,0.16172889037171184,0.10753266414833898,0.8868756242762204,0.2516464356234791,0.0,0.0,0.0,0.02118910994317712,-0.0019494886115443393
24573293.0,0.6443326643431666,0.018748536917949997,-0.2590340856596667,1.3098461698383332,0.12437284909757608,0.0,0.0,0.0,-0.1546202248169,0.03663350859035555,1.4351898946670831,0.024322291011637496,-0.23255329568275,1.1367172307879168,0.031519228589973684,0.0,0.0,0.0,-0.21035904002695835,0.05078777197437082,3.9187974433179638,0.07082649942183333,-0.02035821365937796,1.0154888756743519,0.043325997911986186,0.0,0.0,0.0,-0.1113704843791259,0.030082201895616664,8.927317043894002,0.0883276771927,0.05239167592505273,0.9546553990940544,0.09230596098697914,0.0,0.0,0.0,-0.05276057947088365,0.014639312401412547,23.978861397067796,0.09617952322041695,0.08356218058217796,0.8873357991657288,0.2516464356234791,0.0,0.0,0.0,-0.022597701509747627,0.006317980216531525
120117.0,53.53256242115556,0.08053487931880556,0.1252738919238333,1.2360230240582224,0.12437284909757608,0.0,0.0,0.0,0.011325887818304445,-0.043323025728255554,206.36201444558333,0.09873015964943332,0.10481430644143334,1.0283093714656248,0.031519228589973684,0.0,0.0,0.0,0.0031968162317454166,-0.010478392398609168,580.358865770537,0.10057199458636111,0.10209253395214814,0.963297217028611,0.043325997911986186,0.0,0.0,0.0,0.0012419696733424075,-0.0038754894760337035,845.1660058792182,0.10084498811965817,0.10160497743976364,0.9315894737339271,0.09230596098697914,0.0,0.0,0.0,0.0009104517859999817,-0.002731804541227636,1121.1876496461016,0.10107444923236102,0.1013299628973661,0.8771264563911866,0.2516464356234791,0.0,0.0,0.0,0.0008292009233165254,-0.002278634790978305
30737083.0,8.230706679985555,-0.13473153630661114,0.0011307662120759445,1.3735901025522224,0.12437284909757608,0.0,0.0,0.0,-0.1568734443022,0.20998970005255554,16.947901866170834,-0.12835174813554168,0.011445133712489959,1.217464161593125,0.031519228589973684,0.0,0.0,0.0,-0.20817314771316667,0.27893228394283337,24.709927288077782,-0.07062597543116296,0.048105601776200005,1.1242435517086111,0.043325997911986186,0.0,0.0,0.0,-0.1814321676889815,0.2509271505254074,35.20915187519999,-0.007224184007291308,0.08127169718836907,1.0450780574061451,0.09230596098697914,0.0,0.0,0.0,-0.13262802863666545,0.1872996341098364,74.54146338625934,0.050848560128862706,0.10211669287013898,0.9364601508182373,0.2516464356234791,0.0,0.0,0.0,-0.0761295527661593,0.1069881861745695
35762883.0,6.389123544737778,0.014247953421605557,0.34726141168761115,1.2213093831885,0.12437284909757608,0.0,0.0,0.0,-0.017796296678077778,-0.016811838321803333,6.980620877544166,0.013926284544083333,0.34714888955216666,1.04133607586325,0.031519228589973684,0.0,0.0,0.0,-0.02624452242162083,-0.024778285801100003,8.424708421387036,0.02139330954175185,0.3263520067767963,0.9774413092558889,0.043325997911986186,0.0,0.0,0.0,-0.02864088273296851,-0.02668008040981852,10.75838327851273,0.03423035261409636,0.2903283470816727,0.9459301217813999,0.09230596098697914,0.0,0.0,0.0,-0.03004806060344,-0.027487281134192725,19.015476890528813,0.05617598028728305,0.228262146385661,0.891988443066,0.2516464356234791,0.0,0.0,0.0,-0.028139541778024746,-0.02518340492999915
409363.0,57.11223124944999,-1.5332347770950001,-0.7802977934803333,1.844068171545,0.12437284909757608,0.0,0.0,0.0,0.3825382060475,0.5709663629531667,101.1751389571125,-0.0178998270563375,0.033969430545825414,1.13641606005575,0.031519228589973684,0.0,0.0,0.0,0.09746255708162459,0.14510625434442417,322.53396599794445,0.09288842629706666,0.0956381631766889,0.9733245727794815,0.043325997911986186,0.0,0.0,0.0,0.011986906056002224,0.017563157330089722,507.3316334717819,0.09736984610760362,0.09849617513836001,0.9373751118891999,0.09230596098697914,0.0,0.0,0.0,0.006560543286401037,0.00953380221405671,655.9830720585253,0.09901964559690846,0.09914490565060509,0.8777020763319493,0.2516464356234791,0.0,0.0,0.0,0.0044629557415352215,0.006354982038303678
19707312.0,2.9622332998900003,0.650918604749611,-0.2802075948447222,1.255888109568389,0.12437284909757608,0.0,0.0,0.0,0.029277638221783333,-0.060589471004066676,3.3681852214283325,0.6234338010759167,-0.2616411373395,1.0718833164829167,0.031519228589973684,0.0,0.0,0.0,0.04436293321971666,-0.09469243092459582,6.367000089605927,0.38971672877812963,-0.10003350385517967,1.0206005593877407,0.043325997911986186,0.0,0.0,0.0,0.049891348859229634,-0.11731807149391114,13.145860602359999,0.24422806119774546,0.0011080914494756365,0.9691025209843638,0.09230596098697914,0.0,0.0,0.0,0.03426959138702909,-0.08274163000961454,29.70914403543729,0.1703823277900847,0.05241112047701526,0.8984968956635594,0.2516464356234791,0.0,0.0,0.0,0.02078994356443407,-0.05068667412940509
4786161.0,3.7408319276822217,-0.12330778918494444,-0.21130420605583333,1.2620718053661666,0.12437284909757608,0.0,0.0,0.0,-0.08308420702819445,0.03141162337528888,6.350428901734166,-0.03611701737887917,-0.08650364166957918,1.0695065988832082,0.031519228589973684,0.0,0.0,0.0,-0.082547244771125,0.04785687592811667,19.232837400448144,0.0480731885235889,0.03155133390872778,0.9867659037468519,0.043325997911986186,0.0,0.0,0.0,-0.03771856392699259,0.027267079472672224,39.835433606490916,0.07694055894852544,0.07001650450133817,0.9416504840481091,0.09230596098697914,0.0,0.0,0.0,-0.01877032630145727,0.014349041616720366,60.49327092066102,0.08477726964129831,0.08014430764952372,0.8842851778382035,0.2516464356234791,0.0,0.0,0.0,-0.014365842265976102,0.01111383707325627
8238505.0,4.170207764993888,0.49258957623683336,-0.23849546843783337,1.411671852961111,0.12437284909757608,0.0,0.0,0.0,-0.020562136649266663,0.10186922612282777,7.939820214119583,0.29255996316929167,-0.06670665288593751,1.1641190152277918,0.031519228589973684,0.0,0.0,0.0,-0.008901555091140417,0.033113582680624996,24.2948762515537,0.15433082253433333,0.05412576579296111,1.0080633747425187,0.043325997911986186,0.0,0.0,0.0,-0.001581416320900741,0.0023829540694828327,69.43013190870182,0.12161343622221821,0.08292575767660364,0.9500944452304908,0.09230596098697914,0.0,0.0,0.0,-0.0005149781682782726,9.77343832760809e-05,112.59133126147458,0.1140008014520678,0.08953759251395423,0.8881403791424916,0.2516464356234791,0.0,0.0,0.0,-0.0003300772013510169,-0.0002040382965031542
49161272.0,9.409948318757777,0.19206218036194442,-0.565413823892889,1.2326832013720557,0.12437284909757608,0.0,0.0,0.0,-0.04026082292613889,-0.02065622997988333,11.245002723366667,0.19342370796675,-0.5686709232962084,1.0552520014967917,0.031519228589973684,0.0,0.0,0.0,-0.05632310034704583,-0.028485709646087497,14.885671926453703,0.17621225615646297,-0.45024049681920364,1.005910805626574,0.043325997911986186,0.0,0.0,0.0,-0.09233079636818149,-0.0380119106007963,29.227442941609095,0.13763710440796362,-0.1734733365016727,0.9776400236864362,0.09230596098697914,0.0,0.0,0.0,-0.10084279762068725,-0.035376445982943636,61.56207143148644,0.12032281811920341,-0.044985838587264404,0.9116012333381355,0.2516464356234791,0.0,0.0,0.0,-0.0746201811579373,-0.025268227067160334
5174697.0,2.96382808454,1.3478176038188892,-0.8062517214447221,1.4100279099444446,0.12437284909757608,0.0,0.0,0.0,0.0766511503607111,-0.29587573226961106,6.864260815910001,0.4977647828216667,-0.18163715853888332,1.2443247759461666,0.031519228589973684,0.0,0.0,0.0,0.10714364331214167,-0.36382158224779165,24.536654467320364,0.15406551908201854,0.06474988320695557,1.0015076789305557,0.043325997911986186,0.0,0.0,0.0,0.022412667413138885,-0.07536524672199815,58.9211880670509,0.12199547955165455,0.08698008590390184,0.9469865744510545,0.09230596098697914,0.0,0.0,0.0,0.009558727444065272,-0.03223294842649818,92.69705119502373,0.11377035968730509,0.09273887867806273,0.8872209542965763,0.2516464356234791,0.0,0.0,0.0,0.006632026320449492,-0.022539089575920334
38933261.0,185.49999044366666,-0.186824282306,0.6121109513061666,1.3100321461183333,0.12437284909757608,0.0,0.0,0.0,0.015680483852812774,-0.1671464625331611,221.02205527091667,-0.19494220759537498,0.6194863551714166,1.1430601033259167,0.031519228589973684,0.0,0.0,0.0,0.021743030248516666,-0.2328633883346667,240.46114620433332,-0.1863992372437592,0.6044709005087037,1.085543771965111,0.043325997911986186,0.0,0.0,0.0,0.02005576604493889,-0.25090690950551847,323.67982822801827,-0.16564471187139998,0.5714096653730909,1.0589048517605453,0.09230596098697914,0.0,0.0,0.0,0.014480068771674182,-0.26197175871245454,391.28351921088137,-0.10814511987652542,0.4802673335526441,1.0048606973843053,0.2516464356234791,0.0,0.0,0.0,-0.00031251726572620374,-0.26966504272769326
5976939.0,2.7818516236488886,-0.2019418323594444,0.7917113111772223,1.321990800113889,0.12437284909757608,0.0,0.0,0.0,-0.12912384917340558,-0.13157499126256111,4.741692216275833,-0.06335893280275416,0.4751639742260417,1.1408200676901668,0.031519228589973684,0.0,0.0,0.0,-0.15675090687972085,-0.16272370951878748,13.808243961516666,0.05303953441198518,0.20924212841761114,1.0059017760631852,0.043325997911986186,0.0,0.0,0.0,-0.06822494962424444,-0.07140414844509631,33.75224902675637,0.08035515707584183,0.1474141394641636,0.9483208685231638,0.09230596098697914,0.0,0.0,0.0,-0.03320186889984727,-0.03479504050179273,52.15499052272204,0.08913159508260168,0.12740621938342372,0.8893993843555085,0.2516464356234791,0.0,0.0,0.0,-0.022069751963783902,-0.02313046296269322
2535585.0,4.047331741722777,0.34706143250577776,0.6168546880270556,1.3480281521272224,0.12437284909757608,0.0,0.0,0.0,0.06388432429070556,-0.05478965242704445,10.3953364452125,0.29557439974675,0.5034009686355,1.1726187476152499,0.031519228589973684,0.0,0.0,0.0,0.051411542187749994,-0.035401361683999995,27.350003586920373,0.17696595437079632,0.2582835960394259,1.0343245948529445,0.043325997911986186,0.0,0.0,0.0,0.00450787030125963,0.00719168694276074,43.37310548885273,0.1473885306425273,0.19660913850398187,0.9780743382478002,0.09230596098697914,0.0,0.0,0.0,3.630004982613092e-05,0.008395252897488728,60.159939813572876,0.13646819960401693,0.17385475429367792,0.9160231542896781,0.2516464356234791,0.0,0.0,0.0,-0.0008798602300547758,0.008505694682601015
